Player,Tm,Pos,NUM GAMES,MP,PER,TS%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS_40,YEAR
Rebekkah Brunson,MIN,F,31,837,21.7,0.546,0,0.41,16.2,19.5,7,2.3,2.9,11,19,3.1,1.9,4.9,0.236,2012
Kelsey Griffin,CON,F,31,375,9.7,0.417,0.152,0.343,8.9,14,6.2,2.5,2.1,19.2,16.5,-0.4,0.7,0.4,0.042,2012
Briann January,IND,G,31,879,14,0.565,0.437,0.355,1.8,3.8,24.5,2.2,0.4,21.2,18.8,1.8,1,2.8,0.125,2012
Crystal Langhorne,WAS,F,31,999,19.1,0.585,0.024,0.346,9.1,12.2,9.2,2.5,0.3,16.1,21.4,2.3,0.5,2.8,0.112,2012
Natalie Novosel,WAS,G,31,306,11.9,0.435,0.406,0.287,7.6,8.4,14,2.5,0.8,14.3,19.9,0,0.1,0.1,0.011,2012
Kia Vaughn,NYL,C,31,710,11.2,0.45,0,0.155,8.1,12.8,6.5,1.2,2.9,12.3,15.9,0.2,0.7,0.9,0.052,2012
Tan White,CON,G,31,496,11.1,0.517,0.469,0.126,2.1,5.9,11.4,3.2,1,19.3,16.6,0.1,0.8,0.9,0.075,2012
Shavonte Zellous,IND,G,31,692,11.6,0.475,0.257,0.346,4.6,7.3,13.8,1.8,1.8,14.9,19.2,0.5,0.9,1.5,0.085,2012
Ziomara Morrison,SAS,C,30,166,9.9,0.519,0.192,0.212,9.2,12.8,2,0.9,1.5,18.6,19.1,0,0.1,0.2,0.045,2012
Devereaux Peters,MIN,F,30,424,17.1,0.601,0,0.468,13.1,15.7,11.9,1.7,4.5,22.9,17.6,1,0.8,1.9,0.179,2012
Sonja Petrovic,CHI,F,30,453,9.4,0.446,0.404,0.172,3.6,9.4,12,1.8,2.9,19.4,20,-0.4,0.7,0.3,0.025,2012
Noelle Quinn,WAS,G,30,666,12.5,0.501,0.423,0.143,3.3,8.3,15.1,1.8,0.7,13,15.4,0.8,0.2,0.9,0.057,2012
Nakia Sanford,PHO,C-F,30,501,7.4,0.475,0.142,0.354,9.4,10.8,6.2,1.5,1.4,22.5,14.2,-0.2,-0.1,-0.3,-0.023,2012
Carolyn Swords,CHI,C,30,334,17.6,0.591,0,0.242,16.9,18.1,4.5,1.7,3.7,15.9,16.1,0.9,0.6,1.5,0.181,2012
April Sykes,LAS,G-F,30,259,11.1,0.491,0.552,0.172,3.7,7.5,11.3,1.8,1.2,14.6,18.3,0.3,0.3,0.5,0.081,2012
Karima Christmas-Kelly,TOT,G-F,30,335,13.9,0.439,0.409,0.398,9.5,11.4,8.1,4.2,2.1,11.4,16.6,0.3,0.5,0.8,0.095,2012
Seimone Augustus,MIN,G,29,826,21.6,0.576,0.263,0.156,2.4,7.5,15.4,1.7,0.6,10.7,24.9,3.3,1,4.3,0.209,2012
Sue Bird,SEA,G,29,898,17.6,0.572,0.476,0.159,0.9,5.7,35.3,1.6,0.3,17.3,20.1,2.3,1.2,3.5,0.156,2012
Chante Black,TUL,C,29,366,12.4,0.547,0,0.457,7.8,12.8,4.7,2.1,4.3,22.2,13.1,0.2,0.2,0.4,0.044,2012
Temeka Johnson,TUL,G,29,833,15.6,0.518,0.208,0.244,2.4,6.8,30.9,2.1,0.1,18.8,22.4,1.2,-0.1,1.1,0.053,2012
Shay Murphy,CHI,G,29,538,18.3,0.551,0.493,0.179,7,9.8,9.5,3.1,1,11.8,21.2,1.5,0.9,2.4,0.178,2012
Erin Phillips,IND,G,29,620,12.3,0.515,0.403,0.182,4.6,7.8,17.6,1.9,0.4,16.9,15.3,1,0.8,1.8,0.113,2012
Krystal Thomas,PHO,C,29,771,9.8,0.497,0.006,0.42,12.9,16.6,6.1,0.3,2.6,26.2,13.8,-0.2,-0.1,-0.3,-0.016,2012
Tina Thompson,SEA,F,29,551,16.4,0.575,0.466,0.204,5.9,11.1,5.4,1.4,3.4,14.2,22.8,0.8,1.1,1.9,0.137,2012
Tully Bevilaqua,SAS,G,28,157,1.5,0.233,0.667,0.167,0.7,2.6,9.5,2.3,0.5,41.1,6.3,-0.3,0.1,-0.2,-0.061,2012
Shannon Bobbitt,WAS,G,28,418,7.4,0.407,0.455,0.205,3.2,5,29.9,1.8,0.4,26.7,14.4,-0.4,0,-0.4,-0.039,2012
Danielle McCray,CON,F,28,389,11.1,0.475,0.484,0.331,4.1,8.4,13.4,2.2,0,16.5,19.2,0.2,0.5,0.8,0.079,2012
Samantha Prahalis,PHO,G,28,886,11.3,0.444,0.319,0.203,1.6,5.5,26.6,2.5,0.3,18.9,21.4,-0.3,-0.2,-0.5,-0.02,2012
Avery Warley-Talbert,PHO,C,28,497,8.7,0.506,0,0.486,14.2,17.5,1.7,1.2,2.2,27.4,9.9,0.1,0.1,0.2,0.012,2012
Amber Harris,MIN,F,27,240,14.4,0.476,0.202,0.247,5.2,12.3,9.6,1.9,4.5,13.2,20.8,0.2,0.5,0.7,0.121,2012
Charde Houston,PHO,F,27,694,14.3,0.493,0.362,0.152,4.5,7.3,12.9,2.5,1.1,13.6,23.2,0.7,-0.1,0.6,0.037,2012
Kayla Pedersen,TUL,F,27,626,6.4,0.345,0.081,0.264,6.3,11.5,11,2.1,1.8,17.1,14.1,-1,0.2,-0.8,-0.052,2012
Courtney Paris,TOT,C,27,254,17.9,0.519,0,0.375,15.7,20.3,8.4,1.8,4.1,15.2,17.2,0.4,0.2,0.7,0.102,2012
Scholanda Dorrell,TUL,G,26,385,7.1,0.436,0.442,0.265,3.7,5.1,5.8,3.3,0.7,16.5,17.4,-0.4,0,-0.4,-0.042,2012
Sasha Goodlett,IND,C,26,197,16.9,0.483,0,0.27,10.9,12.6,6,2.2,3,9.8,21.4,0.3,0.4,0.7,0.134,2012
Jennifer Lacy,TUL,F,26,573,10.8,0.518,0.551,0.187,4.8,7.2,7.1,1.4,1.4,14.4,19.4,0.4,-0.2,0.2,0.017,2012
Alex Montgomery,NYL,G-F,26,210,13.3,0.465,0.359,0.172,9.6,13.5,8.8,3.8,0.8,16.9,17.7,0.1,0.3,0.4,0.076,2012
Plenette Pierson,NYL,F,26,641,19.5,0.523,0.069,0.317,8.9,13,18.3,1.6,3,17,25.1,1.1,0.7,1.8,0.114,2012
Epiphanny Prince,CHI,G,26,780,24.7,0.584,0.408,0.307,3.9,7.3,21.1,3.2,0.8,11.4,26.3,4,1.2,5.2,0.268,2012
Erin Thorn,MIN,G,26,195,11.3,0.524,0.723,0.128,3.2,7.2,17.3,1.1,0,20.8,14.1,0.3,0.2,0.5,0.096,2012
Sylvia Fowles,CHI,C,25,778,27.5,0.667,0,0.541,15.1,21,5.5,2.2,3.4,14.8,20.7,3.8,1.7,5.5,0.285,2012
Ann Wauters,SEA,C,25,574,16.9,0.579,0.109,0.311,7.7,15.6,13.3,1.3,2.6,21.5,22.2,0.5,1.3,1.8,0.128,2012
Amber Holt,TUL,F,24,456,10.6,0.496,0.366,0.119,2.4,6,11.1,1.2,0,10.2,15.3,0.5,-0.2,0.2,0.018,2012
Angel McCoughtry,ATL,F-G,24,718,26,0.548,0.21,0.417,8.2,9.7,20.1,4.2,3,16.9,34.1,1.8,1.8,3.6,0.201,2012
Alysha Clark,SEA,F,23,238,12,0.653,0.377,0.321,7.4,12.1,5.7,1.1,0.4,23.9,16,0.3,0.4,0.7,0.112,2012
Laurie Koehn,ATL,G,23,112,8.8,0.5,0.951,0,2.1,5.2,4.5,0.9,0,12.8,18.3,0,0.1,0.1,0.047,2012
Lynetta Kizer,TOT,F,22,300,13.9,0.486,0.052,0.267,11.5,12.4,4.8,1.7,0.5,12.8,21.1,0.4,-0.1,0.3,0.042,2012
Kelley Cain,NYL,C,20,136,6.8,0.504,0,0.611,9.6,13,2.3,0.8,2.4,30.5,10.8,-0.1,0.1,0,0.005,2012
Ebony Hoffman,LAS,F,20,208,8.3,0.434,0.365,0.192,7.5,11.5,6.3,3.2,0.4,18.7,14.4,-0.1,0.4,0.3,0.059,2012
Asjha Jones,CON,F,20,558,15.7,0.494,0.052,0.17,10.1,14.7,12.7,1.7,1.6,17.2,23.4,0.4,1,1.3,0.096,2012
Natasha Lacy,WAS,G,20,259,10.2,0.433,0.259,0.222,4.7,10.2,18.1,2.7,1.6,20.6,19.9,-0.3,0.2,-0.1,-0.017,2012
Svetlana Abrosimova,SEA,F,19,329,6.9,0.401,0.367,0.245,4.5,10.4,17.6,3.3,0.8,26.9,21.7,-1.2,0.8,-0.4,-0.054,2012
Jessica Adair,MIN,C,19,168,6.4,0.439,0,0.946,8.2,14,4.9,0.9,2,21.1,17.3,-0.1,0.3,0.1,0.029,2012
Alexis Gray-Lawson,PHO,G,19,318,5.5,0.375,0.373,0.255,4.7,6.5,12.5,1.1,0.7,13.7,17.5,-0.3,-0.2,-0.6,-0.07,2012
Yelena Leuchanka,ATL,C,19,260,5.4,0.419,0.016,0.222,7.2,11.7,7.3,1.8,2.8,28.8,16.3,-0.7,0.5,-0.1,-0.022,2012
Ticha Penicheiro,CHI,G,19,242,3.3,0.425,0.441,0.324,1,6.2,25.2,1.7,1.1,49.5,14.3,-0.9,0.3,-0.6,-0.095,2012
Jessica Moore,TOT,F-C,16,108,4.4,0.534,0,0.6,8.6,9.2,2.7,0,0,26.3,13.9,0,0.1,0,0.014,2012
Erika de Souza,ATL,F-C,15,449,18.5,0.54,0,0.152,12.5,16.1,9.7,2.3,4.1,16.1,18.6,0.7,1.1,1.8,0.163,2012
Tangela Smith,SAS,C,15,150,9.3,0.496,0.389,0.083,2.3,6.7,13.4,0.7,1.7,15.8,13.4,0.1,0.1,0.2,0.05,2012
Candice Dupree,PHO,F,13,345,17,0.527,0.007,0.252,5,9.8,10.6,1.2,1.6,14.2,23.3,0.5,-0.1,0.5,0.053,2012
Iziane Castro Marques,WAS,F-G,11,132,1.8,0.303,0.113,0.132,3.7,5.7,11.2,1.2,0,12.5,22.3,-0.5,0,-0.6,-0.168,2012
Briana Gilbreath-Butler,PHO,G,11,258,10.4,0.485,0.521,0.268,5.8,8.5,8,1,1.5,15,15.3,0.2,-0.1,0.1,0.014,2012
Kelly Miller,NYL,G,11,82,-4.6,0.221,0.458,0.083,1.5,5.8,11,1.9,0,26.6,18.5,-0.5,0,-0.5,-0.234,2012
Andrea Riley,TOT,G,11,99,1.7,0.309,0.515,0.515,0,5,24.1,1.5,0.8,24.3,22.9,-0.5,0,-0.5,-0.196,2012
Nicky Anosike,LAS,F-C,10,57,6.5,0.47,0,0.75,0,12,11.8,2.7,2.8,36.1,12.6,-0.1,0.1,0,0.029,2012
Coco Miller,LAS,G,10,141,4.3,0.343,0.162,0.054,7.6,10.9,11.2,0.7,0,25.6,15.6,-0.3,0.1,-0.2,-0.063,2012
Lauren Jackson,SEA,F-C,9,167,17.9,0.505,0.363,0.313,5.6,18.3,2.8,1.3,3.5,11.7,29.6,0,0.5,0.5,0.11,2012
Jene Morris,TUL,G,9,82,7.9,0.504,0.563,0.125,6.7,6.7,4,3.8,0,19.2,11.3,0,0,0,0.015,2012
Jenna O'Hea,LAS,F,8,144,13.8,0.677,0.56,0.28,6.6,7.9,16.2,1.1,0.5,17.6,10.2,0.5,0.1,0.6,0.168,2012
Dymond Simon,PHO,G,8,97,2.8,0.327,0.356,0.044,1.1,6.8,28.8,2.1,0,23.4,26.1,-0.5,0,-0.5,-0.212,2012
Diana Taurasi,PHO,G,8,166,23.4,0.614,0.551,0.385,0.6,4.3,23.2,1.2,1.9,13.3,26.8,0.9,-0.1,0.8,0.198,2012
Katelan Redmon,NYL,G-F,7,42,1.2,0.235,0.071,0.143,14.2,11.2,7.4,3.8,0,16.8,19.1,-0.2,0,-0.1,-0.134,2012
Dominique Canty,WAS,G,6,72,-0.6,0.31,0.13,0.435,5.1,7,14.8,1.5,0,22.6,22.6,-0.4,0,-0.4,-0.208,2012
Victoria Dunlap,SEA,F,5,28,15.6,0.451,0.1,1,33.7,24.1,6.7,0,0,17.2,29.8,0,0,0.1,0.103,2012
Dawn Evans,LAS,G,3,15,-1.3,0.2,0.8,0,0,0,28.2,3.4,0,28.6,20.1,-0.1,0,-0.1,-0.212,2012
Chay Shegog,CON,C,3,9,4.7,0.387,0,0.667,12.7,12.9,0,5.7,0,20.5,23.9,0,0,0,-0.025,2012
Zane Tamane,PHO,C,2,15,-8.6,0,0,0,7.1,11,0,0,0,50,11.3,-0.1,0,-0.1,-0.322,2012
Sydney Carter,CHI,G,1,9,3.8,0.333,0.333,0,0,0,0,5.9,0,14.3,35,-0.1,0,0,-0.211,2012
Julie Wojta,MIN,G-F,1,4,-28.6,0,0.5,0,31.5,29.4,0,0,0,33.3,32.9,-0.1,0,-0.1,-0.637,2012
Danielle Adams,SAS,F-C,34,899,19,0.525,0.323,0.376,6.4,10.5,9.6,1.7,2.2,11.6,26.6,2,0.5,2.5,0.109,2013
Matee Ajavon,WAS,G,34,772,12.2,0.483,0.238,0.456,3.7,4.4,23,2.2,0.3,19.3,22.4,0.5,0.6,1.1,0.055,2013
Alex Bentley,ATL,G,34,753,12.6,0.467,0.299,0.134,1.6,3.6,21.8,2.3,0.3,11.5,19.5,0.9,0.9,1.7,0.092,2013
Kelsey Bone,NYL,C,34,663,12.7,0.487,0.005,0.265,12.5,15.6,7.3,1,1.4,17.8,19.7,0.2,0.7,0.9,0.056,2013
DeWanna Bonner,PHO,G-F,34,1119,18.4,0.55,0.426,0.336,4,10.3,12.6,1.8,0.7,11.1,20.4,3.3,0.7,4,0.144,2013
Kara Braxton,NYL,C-F,34,740,15,0.504,0,0.207,13.1,17,11,1.6,1.5,20.7,22.5,0.1,1,1.1,0.062,2013
Swin Cash,CHI,F,34,961,13.2,0.5,0.222,0.264,5.2,11.3,13.2,1.7,1.5,16.8,17.7,1.1,1.6,2.7,0.112,2013
Karima Christmas-Kelly,IND,G-F,34,913,14.9,0.481,0.369,0.273,8,9.5,7.8,3.8,1,12.2,17.8,1.3,1.5,2.9,0.125,2013
Marissa Coleman,LAS,G-F,34,595,11.7,0.525,0.37,0.244,6.8,10,8.3,2.1,0.6,17.2,13.7,0.7,0.9,1.6,0.105,2013
Monique Currie,WAS,F,34,881,14,0.506,0.212,0.374,4.4,11,10.7,2.3,0.7,15,20.9,1.1,1.4,2.4,0.111,2013
Erika de Souza,ATL,F-C,34,1016,22.8,0.577,0,0.275,9.8,18.7,7.8,2.2,4.5,12.7,18.5,3.1,2.8,5.8,0.23,2013
Briana Gilbreath-Butler,PHO,G,34,763,8.8,0.455,0.336,0.158,4.3,8.3,10.2,1.5,1.5,13.3,11.2,0.4,0.3,0.7,0.039,2013
Kalana Greene,CON,G,34,888,9.8,0.458,0.151,0.238,4.7,8,9.3,2.2,1.1,15.9,11.3,0.3,0.8,1.1,0.048,2013
Kelsey Griffin,CON,F,34,864,15.9,0.518,0.159,0.366,7.7,11.1,6.6,2.5,1.9,10.6,16.5,1.8,1.1,2.9,0.135,2013
Aneika Henry-Morello,ATL,F-C,34,434,14.4,0.496,0,0.283,11.3,17.4,6.1,1,2.9,16.2,16,0.5,0.8,1.3,0.122,2013
Tayler Hill,WAS,G,34,593,12.7,0.494,0.547,0.365,1.6,5.6,15,2,0.4,14.6,19.6,0.7,0.6,1.3,0.086,2013
Charde Houston,PHO,F,34,586,7.5,0.466,0.256,0.231,4.3,7.6,12.7,1.5,1.5,20.7,21,-0.6,0.2,-0.3,-0.023,2013
Crystal Langhorne,WAS,F,34,973,17.1,0.545,0.024,0.323,9.8,14.5,9.1,1.7,0.8,17.4,20.7,1.5,1.4,2.9,0.121,2013
Erlana Larkins,IND,F,34,1022,17.6,0.589,0,0.471,11.7,16,11.8,2.6,0.9,17.1,12.6,3,1.8,4.8,0.187,2013
Ivory Latta,WAS,G,34,1072,16.6,0.531,0.452,0.228,1.3,4.7,26.2,1.4,0.1,12.6,21,3.2,0.7,3.9,0.144,2013
Jantel Lavender,LAS,C,34,571,18.6,0.541,0,0.175,10.8,16,5.3,1.7,2.9,14,20.9,1.2,1.1,2.3,0.163,2013
Camille Little,SEA,F,34,1030,14.3,0.543,0.166,0.513,8.2,10.1,8.9,2.2,0.7,19.3,19.6,1.6,0.9,2.4,0.095,2013
Emma Meesseman,WAS,C,34,498,14.7,0.474,0.014,0.142,9.5,12.2,15.4,2,3.7,15.6,16.6,0.5,0.8,1.3,0.106,2013
Leilani Mitchell,NYL,G,34,633,13.4,0.573,0.639,0.263,3.2,6.3,18,2.2,0.5,18.6,12.9,1.2,0.5,1.7,0.109,2013
Alex Montgomery,NYL,G-F,34,782,9.3,0.44,0.192,0.116,5.2,12.6,13.1,1.5,0.8,19.5,16.8,-0.6,0.9,0.4,0.018,2013
Maya Moore,MIN,F,34,1068,27.9,0.624,0.347,0.223,6.8,11.4,15.9,2.9,2.5,10.2,23.7,6.2,2.2,8.5,0.317,2013
Shay Murphy,CHI,G,34,379,8.9,0.374,0.446,0.185,8.8,9.6,4.4,2.9,0,8.5,18.1,-0.1,0.6,0.4,0.045,2013
Nneka Ogwumike,LAS,F,34,878,27.3,0.623,0.015,0.389,13.6,17.4,9.1,2.9,2.8,14.3,23.8,4.4,2.1,6.5,0.298,2013
Jia Perkins,SAS,G,34,1037,17.8,0.486,0.257,0.164,2.7,6,13.3,4.1,0.8,9.2,23.4,1.4,0.9,2.4,0.091,2013
Devereaux Peters,MIN,F,34,631,12.8,0.438,0,0.181,10.1,14.4,8.2,2,4.4,15.7,13.7,0.4,1.3,1.8,0.112,2013
Allie Quigley,CHI,G,34,318,9.3,0.403,0.355,0.118,2.5,4.3,12.5,2,0.9,11.1,25.2,-0.3,0.3,0,0.005,2013
Noelle Quinn,SEA,G,34,870,9.7,0.431,0.283,0.192,3.1,12.3,11.7,1.8,0.8,16.4,14.2,-0.3,1,0.7,0.033,2013
Tierra Ruffin-Pratt,WAS,G,34,503,11.7,0.445,0.049,0.423,7.7,10.8,8.9,2.3,1.2,11.6,16.8,0.4,0.7,1.1,0.09,2013
Katie Smith,NYL,G,34,904,7.7,0.478,0.438,0.163,1.1,3.9,11.6,1.4,0.5,16.5,12.9,0.2,0.3,0.5,0.024,2013
Michelle Snow,WAS,C,34,571,13.8,0.515,0,0.221,10.3,16.4,6.3,1.5,3.4,16.8,15.8,0.7,1,1.7,0.12,2013
Shekinna Stricklen,SEA,F-G,34,797,14.9,0.507,0.492,0.122,4.6,7.8,7.6,1.7,1.4,10.6,22.6,1,0.6,1.6,0.079,2013
Jasmine Thomas,ATL,G,34,935,8.7,0.407,0.222,0.138,2.9,6.2,18.9,1.6,0.7,16.7,19.7,-1,1.1,0,0.002,2013
Krystal Thomas,PHO,C,34,477,6.2,0.509,0,0.484,10.4,17,2.2,0.9,2.6,29.2,10.4,-0.2,0.5,0.3,0.027,2013
Tina Thompson,SEA,F,34,976,19.6,0.555,0.431,0.338,5.3,13.1,8.5,1,1.9,10.4,23.7,3.3,1,4.3,0.175,2013
Kristi Toliver,LAS,G,34,1019,17.8,0.555,0.323,0.21,2.2,5.1,18.4,2.2,0.4,13.1,22.1,3,1.2,4.2,0.164,2013
Kia Vaughn,WAS,C,34,680,12.9,0.46,0.004,0.197,8.7,14.9,6,1.8,4.2,17,20,-0.3,1.3,1.1,0.063,2013
Lindsay Whalen,MIN,G,34,1005,21.9,0.54,0.022,0.339,2.7,8.6,31.9,1.4,0.2,13.7,24.4,4,1.2,5.3,0.209,2013
Kamiko Williams,NYL,G,34,453,6.5,0.355,0.19,0.058,4,9,12.2,2.8,1.4,19.5,15.2,-1,0.6,-0.4,-0.032,2013
Le'coe Willingham,ATL,F,34,755,7.7,0.499,0.348,0.159,6.6,10.6,5.5,1.8,1.1,22.9,10.5,0,1.2,1.2,0.064,2013
Tanisha Wright,SEA,G,34,1050,15.6,0.528,0.139,0.352,3.6,7.8,26.8,2,0.6,20.4,22,1.7,0.8,2.5,0.094,2013
Kayla Pedersen,TOT,F,34,431,11.5,0.435,0.01,0.337,8.2,13.3,12.4,2.6,2.5,19.4,14.9,-0.1,0.6,0.5,0.051,2013
Kayla Alexander,SAS,C,33,371,8.7,0.473,0,0.357,12.6,15.6,4.6,0.6,3,26.5,16.2,-0.3,0.1,-0.1,-0.016,2013
Mistie Bass,CON,F,33,593,18.5,0.571,0,0.404,8.9,13.6,10.2,1.9,3.6,19.2,18.7,1,0.9,1.9,0.129,2013
Rebekkah Brunson,MIN,F,33,965,19.5,0.524,0.003,0.297,11.3,17.7,7.8,2.3,2.4,10.4,17.5,2.7,2.2,4.9,0.202,2013
Shameka Christon,SAS,G,33,740,8,0.435,0.584,0.142,1.5,4.4,5.7,1.1,1.2,7.8,18.9,-0.1,-0.1,-0.2,-0.011,2013
Alysha Clark,SEA,F,33,505,9.7,0.56,0.387,0.236,8.2,10.5,4.4,1.5,0.8,23,14.4,0.3,0.3,0.6,0.051,2013
Lindsey Harding,LAS,G,33,1011,15,0.507,0.072,0.382,2.1,5.2,25.8,1.7,1,18.8,19.5,1.6,1.1,2.7,0.106,2013
Tianna Hawkins,SEA,F,33,321,11.1,0.579,0.231,0.143,6.9,10.5,3.9,1.5,1,18.5,17.7,0.4,0.3,0.6,0.079,2013
Roneeka Hodges,TUL,G,33,567,10.8,0.534,0.76,0.053,0.4,4.2,10.5,1.6,0.3,10,13.6,0.9,0,1,0.068,2013
Ebony Hoffman,LAS,F,33,412,8.4,0.451,0.13,0.083,4.3,9.2,11.9,2,2,16.4,14.7,0,0.7,0.7,0.069,2013
Shenise Johnson,SAS,G,33,901,14.5,0.461,0.23,0.184,4.8,8.3,17,2.5,0.5,13.2,22.9,0.3,0.4,0.7,0.033,2013
Angel McCoughtry,ATL,F-G,33,1036,25.3,0.507,0.19,0.399,6.2,9.6,28.7,4.3,1.7,16.1,34.8,2.3,2.4,4.8,0.185,2013
Courtney Vandersloot,CHI,G,33,985,14.2,0.482,0.209,0.269,1.2,6.1,31.2,2.4,2.1,21.5,17.3,1,1.6,2.6,0.104,2013
Monica Wright,MIN,G,33,743,13.7,0.505,0.152,0.335,3.3,7.5,15.4,2.4,0.7,16.4,21.5,1,1.1,2.1,0.111,2013
Tamera Young,CHI,F,33,596,11.5,0.447,0.005,0.2,8.3,12,6.2,1.5,0.6,9.6,17.1,0.5,0.8,1.3,0.09,2013
Alana Beard,LAS,G-F,32,703,10.5,0.498,0.043,0.184,2.3,6.1,9.7,2.9,1.1,17.4,15.6,0.2,1.1,1.3,0.075,2013
Skylar Diggins-Smith,TUL,G,32,845,9.9,0.438,0.288,0.332,2,4.3,26.4,2.6,0.8,22.9,21.5,-0.8,0.3,-0.5,-0.023,2013
Candice Dupree,PHO,F,32,1057,18.7,0.56,0.008,0.22,5.8,11.2,10.9,1.6,0.9,13,21.4,2.7,0.7,3.4,0.129,2013
Sylvia Fowles,CHI,C,32,1001,27.7,0.623,0,0.536,13.5,21,2.4,1.5,5.7,13.6,21.5,4.6,2.6,7.2,0.288,2013
Briann January,IND,G,32,946,10.6,0.452,0.31,0.234,1.5,5,24.3,2,0.5,18.5,21.2,-0.1,0.9,0.8,0.033,2013
Temeka Johnson,SEA,G,32,877,14.6,0.535,0.214,0.331,1.9,6,29,1.8,0.3,21.8,21.3,1.3,0.5,1.8,0.08,2013
Jennifer Lacy,TUL,F,32,450,5.2,0.424,0.511,0.158,3,5.7,8.4,0.8,1.1,13.4,17.2,-0.2,0,-0.3,-0.025,2013
Janel McCarville,MIN,F-C,32,700,17,0.551,0.086,0.284,6.7,11.4,18.8,2.4,2.4,18.7,14.5,1.7,1.3,3,0.174,2013
Nadirah McKenith,WAS,G,32,282,13.3,0.484,0.282,0.436,1.7,7.3,20.3,3.5,0.5,19.1,18.1,0.1,0.5,0.6,0.086,2013
Plenette Pierson,NYL,F,32,883,14,0.448,0.019,0.292,8.1,11.7,18.2,1,1.8,16,25,-0.1,0.8,0.6,0.028,2013
Nicole Powell,TUL,F,32,715,12.8,0.537,0.583,0.15,4.9,9.9,10.3,1.8,0.7,13.1,13.9,1.3,0.4,1.7,0.094,2013
Diana Taurasi,PHO,G,32,1032,24.7,0.611,0.453,0.485,2.2,7.5,36.1,1.1,1.1,17.9,28.5,5.3,0.3,5.6,0.216,2013
Candice Wiggins,TUL,G,32,876,12.3,0.51,0.553,0.271,3.5,6.3,13.3,2.3,0.6,15.7,19.4,1.1,0.4,1.4,0.065,2013
Seimone Augustus,MIN,G,31,922,21.5,0.57,0.167,0.16,3.2,6.2,14.2,1,1.6,9.2,23.9,3.6,0.9,4.5,0.197,2013
Michelle Campbell,CHI,F,31,238,5.6,0.421,0,0.588,10.2,11.5,3.3,1.1,1.8,20,15,-0.1,0.3,0.2,0.031,2013
Angel Goodrich,TUL,G,31,680,9.9,0.464,0.234,0.161,2.3,5,23.4,2.9,0.2,26.2,13.2,-0.2,0.3,0.2,0.01,2013
Candace Parker,LAS,F,31,889,30.6,0.559,0.083,0.408,6.2,17.9,23.9,2.3,4.8,12.5,28.9,4.1,2.5,6.5,0.295,2013
Epiphanny Prince,CHI,G,31,930,20.3,0.52,0.391,0.305,2.2,5.2,18.3,2.9,0.9,8.8,23.5,3.4,1.4,4.7,0.204,2013
Toni Young,NYL,F,31,344,11.1,0.493,0.008,0.148,7.9,9.4,8.2,1.4,2.3,16.7,20.3,0,0.3,0.3,0.038,2013
Jessica Breland,IND,F,30,439,17.9,0.468,0,0.172,13.1,17,8.2,2.2,6,16.8,21.7,0.2,0.9,1.1,0.099,2013
Tamika Catchings,IND,F,30,942,27.3,0.508,0.248,0.35,5.5,13.9,17.1,5,2.8,8.9,28.5,3.5,2.7,6.2,0.262,2013
Layshia Clarendon,IND,G,30,582,4.1,0.359,0.163,0.133,3.5,5.7,17.7,1.5,0.1,18.5,17.4,-1.2,0.4,-0.8,-0.054,2013
Elena Delle Donne,CHI,G-F,30,941,25.2,0.568,0.238,0.418,5.2,10.1,10.8,1.1,4.2,7.5,24.5,5,1.5,6.5,0.278,2013
Amber Harris,MIN,F,30,263,8.9,0.437,0.194,0.292,5.1,9.7,10.7,0.8,1.8,15.6,16.6,0,0.3,0.3,0.052,2013
Alexis Hornbuckle,PHO,G,30,373,4.4,0.433,0.391,0.326,3.1,7.9,15.9,1.5,0.6,26.5,17.4,-0.6,0.1,-0.5,-0.054,2013
A'dia Mathies,LAS,G,30,276,6,0.43,0.235,0.368,3.2,4.3,12,1.7,0.5,17.7,15.7,-0.1,0.2,0.1,0.018,2013
Cappie Pondexter,NYL,G,30,1027,14.6,0.466,0.217,0.328,1.7,7.3,23.2,1.6,0.3,16.1,28.3,0.2,0.8,1,0.038,2013
Jayne Appel-Marinelli,SAS,C,29,768,16.5,0.596,0.025,0.405,10.6,19.7,12.7,1.8,3.8,23.6,11,1.4,1.1,2.5,0.131,2013
Tina Charles,CON,C,29,951,19.9,0.438,0.006,0.207,11.3,17.3,9.7,1.5,2.1,9.7,30.8,0.4,1.4,1.8,0.074,2013
Glory Johnson,TUL,F,29,875,20.9,0.521,0.009,0.51,12.3,17.6,7.8,1.8,1.1,12.6,24.6,2.5,0.8,3.4,0.154,2013
Jenna O'Hea,LAS,F,29,398,10.3,0.609,0.625,0.234,3.8,7.4,10.9,1.3,1.1,19.4,10,0.7,0.4,1.2,0.117,2013
Davellyn Whyte,SAS,G,29,433,10.4,0.444,0.462,0.285,4.5,7.4,20.7,2.4,1.3,22.3,19.8,-0.4,0.2,-0.2,-0.018,2013
Shavonte Zellous,IND,G,29,908,16.7,0.526,0.318,0.349,3.4,6.8,11.3,1.7,2,11.7,23.8,2.2,0.9,3.2,0.14,2013
Iziane Castro Marques,CON,F-G,28,441,9.7,0.448,0.279,0.309,3.2,6,11.9,1.5,0.7,16.5,22.7,-0.3,0.2,-0.1,-0.011,2013
